Age;AnneesPratique;Federe;Nombtr3000;Boussole/GPS;Chaussures;sacados;RadioTel;TrousseSecours;id_proc;pico;Avis;bornes;Sexe
28;0;0;2;1;3;1;1;1;CZE;Aneto;1;[20,30[;H
31;0;0;1;0;3;1;1;0;M;Aneto;3;[30,40[;H
35;7;1;7;0;3;1;1;1;CT;Aneto;3;[30,40[;H
32;1;1;3;0;3;1;1;1;CT;Aneto;4;[30,40[;H
32;10;1;30;1;3;1;1;0;CM;Aneto;4;[30,40[;H
39;30;1;183;1;3;1;1;1;CT;Aneto;4;[30,40[;H
9;4;1;4;1;3;1;1;1;CT;Aneto;1;[0,10[;F
14;6;1;20;1;3;1;1;1;CT;Aneto;3;[10,20[;H
36;5;0;2;0;3;1;0;0;M;Aneto;5;[30,40[;H
32;5;0;1;0;3;1;0;0;M;Aneto;1;[30,40[;H
38;5;0;2;0;3;1;0;0;M;Aneto;4;[30,40[;H
24;5;0;2;0;3;1;0;0;M;Aneto;5;[20,30[;F
39;20;1;100;0;3;1;1;1;M;Aneto;4;[30,40[;H
29;0;0;1;0;3;1;1;1;M;Aneto;1;[20,30[;H
41;0;0;1;0;3;1;1;1;M;Aneto;4;[40,50[;H
20;0;0;1;0;3;1;1;1;M;Aneto;5;[20,30[;F
26;12;1;6;1;3;1;1;0;NA;Aneto;5;[20,30[;H
18;8;1;3;1;3;1;1;0;NA;Aneto;5;[10,20[;H
18;10;1;8;1;3;1;1;0;NA;Aneto;1;[10,20[;H
21;8;1;7;1;3;1;1;0;NA;Aneto;1;[20,30[;H
2;15;1;5;1;3;1;1;0;NA;Aneto;4;[0,10[;H
15;15;1;5;1;3;1;1;0;NA;Aneto;4;[10,20[;F
33;20;1;20;0;3;1;1;1;M;Aneto;5;[30,40[;H
32;11;1;10;0;3;1;1;1;M;Aneto;5;[30,40[;F
27;14;1;25;0;3;1;0;0;VC;Aneto;3;[20,30[;H
26;3;0;1;0;3;1;0;0;VC;Aneto;4;[20,30[;H
11;8;0;3;1;3;1;1;1;CT;Aneto;2;[10,20[;H
47;10;0;10;1;3;1;1;1;CT;Aneto;1;[40,50[;H
40;30;1;60;0;3;1;0;0;DEU;Aneto;5;[40,50[;H
20;18;1;10;0;3;1;0;0;DEU;Aneto;1;[20,30[;F
53;20;0;50;0;3;1;0;0;FRA;Aneto;2;[50,60[;H
60;20;0;50;0;3;1;0;0;FRA;Aneto;5;[60,70[;F
43;10;0;4;1;3;1;1;0;M;Aneto;3;[40,50[;H
45;10;0;1;1;3;1;1;0;M;Aneto;3;[40,50[;H
63;30;1;20;1;3;1;1;1;PV;Aneto;5;[60,70[;F
58;30;1;20;1;3;1;1;1;PV;Aneto;2;[50,60[;F
29;15;1;35;1;3;1;1;1;PV;Aneto;1;[20,30[;H
25;10;0;2;1;3;1;1;0;AR;Aneto;2;[20,30[;H
27;10;0;2;1;3;1;1;0;AR;Aneto;3;[20,30[;H
32;15;0;30;1;3;1;1;0;AR;Aneto;5;[30,40[;H
27;8;0;10;0;3;1;1;1;PV;Aneto;1;[20,30[;H
25;5;0;2;0;3;1;1;1;PV;Aneto;2;[20,30[;H
53;12;1;85;1;3;1;1;1;NA;Aneto;2;[50,60[;H
59;25;1;85;1;3;1;1;1;NA;Aneto;4;[50,60[;H
48;6;1;15;1;3;1;1;1;NA;Aneto;1;[40,50[;H
32;4;0;4;1;3;1;1;0;CT;Aneto;1;[30,40[;H
33;15;1;35;1;3;1;1;0;CT;Aneto;2;[30,40[;H
31;4;0;4;1;3;0;1;0;CT;Aneto;5;[30,40[;F
32;10;0;4;1;3;1;1;1;VC;Aneto;4;[30,40[;H
32;10;0;4;1;3;1;1;1;VC;Aneto;3;[30,40[;H
43;15;0;1;1;3;1;0;1;PV;Aneto;1;[40,50[;H
33;15;0;1;1;3;1;0;1;PV;Aneto;4;[30,40[;F
38;5;0;1;0;3;1;0;0;CL;Aneto;1;[30,40[;H
30;5;0;1;0;3;1;0;0;CL;Aneto;2;[30,40[;H
47;5;0;8;0;3;1;1;1;PV;Aneto;2;[40,50[;H
45;5;0;3;0;3;1;1;1;PV;Aneto;2;[40,50[;H
15;9;0;1;1;3;1;1;0;CT;Aneto;3;[10,20[;H
15;9;0;1;1;3;1;1;0;CT;Aneto;4;[10,20[;H
45;5;1;10;0;3;1;1;1;PV;Aneto;3;[40,50[;H
43;2;1;2;0;3;1;1;1;PV;Aneto;2;[40,50[;H
41;3;1;2;0;3;1;1;1;PV;Aneto;1;[40,50[;H
42;3;1;2;0;3;1;1;1;PV;Aneto;1;[40,50[;H
22;2;0;2;0;3;1;1;1;CT;Aneto;1;[20,30[;H
59;40;0;1;0;3;1;1;1;CT;Aneto;4;[50,60[;H
24;2;0;2;0;3;1;1;1;CT;Aneto;5;[20,30[;F
35;20;0;8;1;3;1;1;0;PV;Aneto;3;[30,40[;H
37;20;1;2;1;3;1;1;0;PV;Aneto;4;[30,40[;H
32;20;0;8;1;3;1;1;0;PV;Aneto;4;[30,40[;F
25;20;1;500;1;3;1;1;1;AR;Aneto;1;[20,30[;H
19;1;0;2;1;3;1;1;1;AR;Aneto;3;[10,20[;H
12;1;0;2;1;3;1;1;1;AR;Aneto;1;[10,20[;H
30;20;0;2;1;3;1;1;1;AR;Aneto;5;[30,40[;H
28;15;0;2;0;3;1;0;0;PV;Aneto;4;[20,30[;H
52;40;0;35;0;3;1;1;0;CT;Aneto;4;[50,60[;H
38;2;0;2;0;3;1;1;0;CT;Aneto;4;[30,40[;H
16;3;0;1;0;3;1;1;0;CT;Aneto;3;[10,20[;H
27;15;1;6;1;3;1;1;1;AN;Aneto;1;[20,30[;H
33;30;0;80;1;3;1;1;1;FRA;Aneto;5;[30,40[;H
34;30;0;80;1;3;1;1;1;FRA;Aneto;3;[30,40[;F
44;5;1;2;1;3;1;0;0;M;Aneto;1;[40,50[;H
33;10;1;4;1;3;1;0;0;M;Aneto;3;[30,40[;F
40;10;1;4;1;3;1;0;0;M;Aneto;1;[40,50[;H
29;2;1;10;0;3;1;1;0;CT;Aneto;4;[20,30[;H
34;2;1;10;0;3;1;1;0;CT;Aneto;4;[30,40[;F
21;5;0;5;0;4;1;1;1;PRT;Aneto;2;[20,30[;H
33;10;0;13;0;2,5;1;0;0;FRA;Aneto;5;[30,40[;H
44;20;0;3;0;3;1;1;0;M;Aneto;2;[40,50[;H
40;5;0;4;0;3;1;1;0;M;Aneto;5;[40,50[;H
43;1;0;2;0;3;1;1;0;M;Aneto;2;[40,50[;H
26;;0;;1;3;1;0;1;FRA;Aneto;5;[20,30[;H
28;;0;;1;3;1;0;1;FRA;Aneto;2;[20,30[;H
30;15;0;10;1;3;1;0;1;FRA;Aneto;1;[30,40[;F
15;2;0;1;1;3;1;1;1;FRA;Monte Perdido;1;[10,20[;H
24;2;0;2;1;3;1;1;1;FRA;Monte Perdido;2;[20,30[;H
22;2;0;2;1;3;1;1;1;FRA;Monte Perdido;5;[20,30[;H
23;2;0;1;1;3;1;1;1;FRA;Monte Perdido;2;[20,30[;H
22;10;1;15;0;4;1;1;0;CT;Monte Perdido;3;[20,30[;H
51;1;0;1;1;3;1;1;1;FRA;Monte Perdido;4;[50,60[;H
53;1;0;1;1;3;1;1;1;FRA;Monte Perdido;4;[50,60[;H
52;1;0;1;1;3;1;1;1;FRA;Monte Perdido;3;[50,60[;H
53;3;0;1;1;3;0;1;1;FRA;Monte Perdido;2;[50,60[;F
53;2;0;1;1;3;0;1;1;FRA;Monte Perdido;3;[50,60[;F
52;3;0;1;1;3;0;1;1;FRA;Monte Perdido;4;[50,60[;F
22;3;0;2;1;3;1;1;1;FRA;Monte Perdido;4;[20,30[;H
51;6;0;13;1;3;1;1;1;FRA;Monte Perdido;2;[50,60[;H
41;6;0;2;1;3;1;1;1;FRA;Monte Perdido;2;[40,50[;F
32;10;0;13;1;3;1;1;1;FRA;Monte Perdido;3;[30,40[;H
17;5;0;20;1;3;1;1;1;FRA;Monte Perdido;2;[10,20[;H
65;15;0;50;1;3;1;1;1;FRA;Monte Perdido;2;[60,70[;H
44;15;1;12;1;3;1;1;1;FRA;Monte Perdido;2;[40,50[;H
55;15;1;50;1;3;1;1;1;FRA;Monte Perdido;1;[50,60[;F
23;5;0;1;0;3;1;1;1;FRA;Monte Perdido;3;[20,30[;H
38;20;0;20;0;3;1;1;1;FRA;Monte Perdido;1;[30,40[;H
27;18;0;17;1;3;1;1;1;FRA;Monte Perdido;3;[20,30[;H
18;13;1;1;0;3;1;1;0;PV;Monte Perdido;1;[10,20[;H
19;13;0;1;0;3;1;1;0;PV;Monte Perdido;4;[10,20[;H
17;13;0;1;0;3;1;1;0;PV;Monte Perdido;1;[10,20[;H
42;4;1;10;1;3;1;1;1;VC;Monte Perdido;1;[40,50[;H
11;3;0;2;1;3;1;1;1;VC;Monte Perdido;1;[10,20[;F
11;4;0;5;1;3;1;1;1;VC;Monte Perdido;5;[10,20[;H
14;4;0;5;1;3;1;1;1;VC;Monte Perdido;1;[10,20[;F
17;4;0;3;1;3;1;1;1;VC;Monte Perdido;5;[10,20[;H
18;4;0;3;1;3;1;1;1;VC;Monte Perdido;5;[10,20[;H
15;8;1;3;1;3;1;1;1;VC;Monte Perdido;4;[10,20[;F
53;15;1;6;1;3;1;1;1;VC;Monte Perdido;5;[50,60[;F
49;15;1;3;1;3;1;1;1;VC;Monte Perdido;4;[40,50[;F
52;20;1;20;1;3;1;1;1;VC;Monte Perdido;2;[50,60[;H
14;5;0;2;1;3;1;1;1;VC;Monte Perdido;3;[10,20[;F
10;1;0;2;1;3;0;1;1;VC;Monte Perdido;5;[10,20[;F
41;7;0;3;1;3;1;1;1;VC;Monte Perdido;5;[40,50[;H
11;11;0;2;1;3;0;1;1;VC;Monte Perdido;3;[10,20[;F
16;10;1;5;1;3;1;1;1;VC;Monte Perdido;2;[10,20[;F
15;10;1;6;1;3;1;1;1;VC;Monte Perdido;2;[10,20[;H
22;10;0;1;1;3;1;1;1;VC;Monte Perdido;3;[20,30[;H
42;15;0;12;1;3;1;1;0;PV;Monte Perdido;2;[40,50[;H
31;1;0;2;1;3;1;1;0;PV;Monte Perdido;1;[30,40[;H
29;5;0;1;1;2;0;1;0;CN;Monte Perdido;4;[20,30[;H
33;5;0;1;1;2;1;1;0;CN;Monte Perdido;3;[30,40[;H
34;5;0;1;1;2;0;1;0;CN;Monte Perdido;1;[30,40[;H
28;5;0;1;1;2;0;1;1;CN;Monte Perdido;3;[20,30[;H
31;5;0;1;1;2;1;1;1;CN;Monte Perdido;1;[30,40[;H
32;15;0;1;1;2;0;1;1;CN;Monte Perdido;2;[30,40[;H
23;7;1;1;1;1;1;0;0;CM;Monte Perdido;5;[20,30[;H
22;7;1;3;1;1;1;0;0;CM;Monte Perdido;5;[20,30[;H
45;30;1;3;1;1;1;0;0;CM;Monte Perdido;4;[40,50[;H
54;15;1;60;1;4;1;0;0;FRA;Monte Perdido;3;[50,60[;F
53;15;1;100;1;4;1;0;0;FRA;Monte Perdido;5;[50,60[;H
51;20;1;60;1;4;1;0;0;FRA;Monte Perdido;5;[50,60[;H
26;10;0;12;1;1;1;0;0;CT;Monte Perdido;1;[20,30[;H
21;0;0;1;0;3;1;1;0;AR;Monte Perdido;2;[20,30[;H
28;0;0;1;0;3;1;1;0;AR;Monte Perdido;5;[20,30[;H
48;30;1;20;1;4;1;1;1;PV;Monte Perdido;1;[40,50[;H
21;7;1;20;0;4;0;1;1;MU;Monte Perdido;1;[20,30[;H
22;2;1;8;0;4;1;1;1;MU;Monte Perdido;5;[20,30[;H
26;1;0;1;1;3;0;1;1;M;Monte Perdido;2;[20,30[;F
29;5;0;1;1;3;0;1;1;M;Monte Perdido;1;[20,30[;H
29;1;0;2;0;3;1;1;1;CT;Monte Perdido;5;[20,30[;F
25;8;0;2;0;3;1;1;1;CT;Monte Perdido;3;[20,30[;H
30;8;0;3;0;3;1;1;1;CT;Monte Perdido;5;[30,40[;H
34;20;1;2;0;3;1;1;0;PV;Bisaurín;4;[30,40[;H
31;20;0;2;0;3;1;1;0;PV;Bisaurín;5;[30,40[;H
48;20;1;0;1;3;1;0;1;PV;Bisaurín;4;[40,50[;H
44;20;0;0;1;3;1;0;1;PV;Bisaurín;2;[40,50[;H
38;20;0;0;1;3;1;0;1;PV;Bisaurín;3;[30,40[;H
41;20;0;0;1;3;1;0;1;PV;Bisaurín;3;[40,50[;F
44;20;1;0;1;3;1;0;1;PV;Bisaurín;4;[40,50[;F
54;30;1;2;0;3;1;1;0;PV;Bisaurín;3;[50,60[;H
47;30;1;1;0;3;1;1;0;PV;Bisaurín;3;[40,50[;F
41;25;0;40;1;4;1;0;0;PV;Bisaurín;4;[40,50[;H
43;10;0;3;1;3;1;0;0;PV;Bisaurín;2;[40,50[;F
37;4;1;0;0;3;1;1;1;PV;Bisaurín;5;[30,40[;H
51;15;0;10;1;4;1;1;1;FRA;Bisaurín;1;[50,60[;H
22;15;0;10;1;4;1;1;1;FRA;Bisaurín;2;[20,30[;H
53;15;0;5;1;4;1;1;1;FRA;Bisaurín;1;[50,60[;F
26;0;0;3;0;3;1;1;0;AR;Bisaurín;2;[20,30[;H
25;0;0;2;0;3;1;1;0;AR;Bisaurín;4;[20,30[;H
25;0;0;2;0;3;1;1;0;AR;Bisaurín;4;[20,30[;H
25;0;0;2;0;3;1;1;0;AR;Bisaurín;4;[20,30[;H
28;0;0;2;0;3;1;1;0;AR;Bisaurín;3;[20,30[;H
35;5;1;1;0;3;1;1;1;PV;Bisaurín;4;[30,40[;H
30;5;1;0;0;3;1;1;1;PV;Bisaurín;5;[30,40[;F
33;18;1;4;0;3;1;1;1;NA;Bisaurín;2;[30,40[;H
31;16;0;4;0;3;1;1;1;NA;Bisaurín;5;[30,40[;H
45;22;1;20;0;4;1;1;1;NA;Bisaurín;2;[40,50[;H
54;22;1;8;0;4;1;1;1;NA;Bisaurín;3;[50,60[;H
23;15;0;0;0;3;1;1;0;BEL;Bisaurín;1;[20,30[;H
22;0;0;0;0;3;1;1;0;BEL;Bisaurín;3;[20,30[;H
52;;0;2;1;3;1;1;0;PV;Bisaurín;5;[50,60[;H
47;;0;2;1;3;0;1;0;PV;Bisaurín;1;[40,50[;F
42;8;1;;1;3;1;1;1;M;Bisaurín;2;[40,50[;H
35;8;1;;1;3;1;1;1;M;Bisaurín;4;[30,40[;F
43;30;0;0;0;3;1;1;0;FRA;Bisaurín;2;[40,50[;H
51;3;0;0;0;3;1;1;0;FRA;Bisaurín;3;[50,60[;F
29;20;0;0;0;3;1;1;0;FRA;Bisaurín;3;[20,30[;F
25;20;0;0;0;3;1;1;0;FRA;Bisaurín;2;[20,30[;F
28;20;0;0;0;3;1;1;0;FRA;Bisaurín;1;[20,30[;H
31;20;0;0;0;3;1;1;0;FRA;Bisaurín;2;[30,40[;H
42;30;0;4;0;3;1;1;0;FRA;Bisaurín;2;[40,50[;H
51;30;0;20;0;3;1;1;0;FRA;Bisaurín;5;[50,60[;H
17;13;0;5;0;3;1;1;0;FRA;Bisaurín;4;[10,20[;H
45;45;0;40;0;3;0;1;0;FRA;Bisaurín;2;[40,50[;F
48;2;0;0;0;3;0;1;0;NA;Bisaurín;4;[40,50[;H
24;1;0;7;0;3;1;1;0;NA;Bisaurín;2;[20,30[;H
21;1;0;2;0;3;0;1;0;NA;Bisaurín;2;[20,30[;H
60;20;0;10;1;3;1;1;1;CT;Mulleres;2;[60,70[;H
49;10;0;6;1;4;1;1;1;CT;Mulleres;3;[40,50[;H
58;20;0;10;1;3;1;1;1;CT;Mulleres;4;[50,60[;F
28;24;1;3;0;3;1;1;1;POL;Monte Perdido;4;[20,30[;H
21;3;0;3;0;3;1;1;1;POL;Monte Perdido;1;[20,30[;F
48;35;1;20;0;3;1;1;0;CT;Monte Perdido;3;[40,50[;H
47;12;0;1;0;2;1;1;0;CT;Monte Perdido;1;[40,50[;F
40;15;0;15;0;4;1;1;1;CT;Posets;2;[40,50[;H
28;15;0;1;0;4;1;1;1;CT;Posets;5;[20,30[;H
27;1;0;1;0;4;0;1;1;CT;Posets;4;[20,30[;F
36;15;0;9;1;3;1;1;0;CT;Posets;3;[30,40[;H
37;4;0;3;1;3;1;1;0;CT;Posets;4;[30,40[;F
12;1;0;1;1;3;1;1;0;CT;Posets;4;[10,20[;H
17;1;0;1;1;3;1;1;0;CT;Posets;2;[10,20[;H
48;1;0;1;1;3;1;1;0;CT;Posets;5;[40,50[;H
25;15;1;10;1;3;1;1;1;CT;Posets;1;[20,30[;H
25;4;1;6;1;3;1;1;1;CT;Posets;3;[20,30[;H
49;6;0;3;0;3;1;1;1;AND;Posets;5;[40,50[;H
51;25;0;4;0;3;1;1;1;AND;Posets;2;[50,60[;H
34;0;0;2;0;3;1;1;1;AND;Posets;3;[30,40[;H
37;0;0;3;0;3;1;1;1;AND;Posets;2;[30,40[;F
27;13;0;25;0;4;1;1;1;AND;Posets;1;[20,30[;H
52;36;1;25;1;4;1;1;1;CT;Posets;4;[50,60[;H
27;9;1;20;1;3;1;1;1;CT;Posets;3;[20,30[;H
43;22;0;30;1;4;1;0;1;CT;Posets;1;[40,50[;H
41;10;0;10;1;4;1;0;1;CT;Posets;5;[40,50[;H
47;6;0;8;1;4;1;0;1;CT;Posets;3;[40,50[;H
25;20;0;15;1;3;1;0;1;NA;Posets;5;[20,30[;H
28;5;0;15;1;2;1;0;1;NA;Posets;3;[20,30[;F
60;10;0;3;1;3;1;1;0;FRA;Posets;1;[60,70[;H
60;10;0;3;1;3;1;1;0;FRA;Posets;5;[60,70[;F
26;2;1;65;1;3;1;1;1;CT;Posets;1;[20,30[;H
39;15;1;30;1;3;1;1;0;AR;Posets;1;[30,40[;H
38;15;1;30;1;3;1;1;0;AR;Posets;3;[30,40[;H
29;3;0;1;1;3;1;0;1;PV;Posets;4;[20,30[;H
28;3;0;1;1;3;1;0;1;PV;Posets;3;[20,30[;F
38;8;1;3;1;3;1;0;1;CL;Posets;2;[30,40[;H
37;8;1;3;1;3;1;0;1;CL;Posets;3;[30,40[;H
25;4;1;3;1;3;1;0;1;CL;Posets;1;[20,30[;H
41;5;1;15;1;3;1;1;0;AR;Posets;5;[40,50[;H
40;5;1;15;1;3;1;1;0;AR;Posets;5;[40,50[;H
50;36;1;30;1;3;1;0;1;AS;Posets;2;[50,60[;H
50;25;0;3;0;4;1;1;1;AR;Posets;2;[50,60[;H
48;25;0;5;0;3;1;1;1;AR;Posets;1;[40,50[;H
33;25;0;10;0;4;1;1;1;AR;Posets;5;[30,40[;H
43;25;0;1;0;4;1;1;1;AR;Posets;2;[40,50[;H
32;20;0;1;0;3;1;1;1;AR;Posets;4;[30,40[;F
25;4;1;12;1;4;1;1;0;PV;Posets;3;[20,30[;H
30;4;1;8;1;4;1;1;0;PV;Posets;5;[30,40[;F
26;4;0;3;1;3;1;0;1;CT;Posets;3;[20,30[;H
46;10;1;15;1;3;1;1;1;FRA;Posets;1;[40,50[;H
49;15;1;15;1;3;1;1;1;FRA;Posets;2;[40,50[;H
53;8;1;5;0;2;1;0;0;VC;Aneto;1;[50,60[;H
48;5;1;12;1;4;1;0;1;VC;Aneto;5;[40,50[;H
44;30;1;40;1;4;1;0;1;VC;Aneto;5;[40,50[;H
37;15;1;10;1;4;1;1;0;NA;Aneto;1;[30,40[;H
39;12;1;3;1;3;1;1;0;NA;Aneto;3;[30,40[;F
18;8;0;3;1;3;1;1;0;CT;Aneto;3;[10,20[;H
17;8;0;3;1;3;1;1;0;CT;Aneto;2;[10,20[;H
18;8;1;4;1;3;1;1;0;CT;Aneto;1;[10,20[;H
21;9;1;8;1;3;1;1;0;CT;Aneto;1;[20,30[;H
17;10;0;3;1;3;1;1;0;CT;Aneto;3;[10,20[;F
18;5;1;4;0;4;1;1;0;CT;Aneto;4;[10,20[;H
35;5;0;1;0;3;1;1;0;CT;Aneto;5;[30,40[;H
38;4;0;6;0;3;1;1;0;VC;Aneto;3;[30,40[;H
28;10;1;10;1;4;1;0;1;CL;Aneto;1;[20,30[;H
27;4;1;1;1;3;1;0;1;CL;Aneto;3;[20,30[;F
29;15;1;20;0;4;1;1;0;AR;Aneto;5;[20,30[;H
25;12;1;65;0;2;1;1;1;CT;Aneto;3;[20,30[;H
35;17;1;1;0;2;1;1;1;CT;Aneto;5;[30,40[;H
33;17;1;1;0;2;1;1;1;CT;Aneto;4;[30,40[;H
45;5;0;2;0;3;1;1;0;VC;Aneto;2;[40,50[;H
62;10;1;40;0;3;1;1;0;CT;Aneto;5;[60,70[;H
51;10;0;15;0;3;1;1;0;CT;Aneto;3;[50,60[;H
47;15;0;5;0;3;1;1;0;CT;Aneto;4;[40,50[;H
36;4;0;2;0;3;1;1;1;CT;Aneto;1;[30,40[;H
24;3;0;2;0;3;1;1;1;CT;Aneto;5;[20,30[;H
29;8;0;2;0;3;1;1;1;CT;Aneto;2;[20,30[;F
31;1;0;2;0;3;1;1;1;CT;Aneto;2;[30,40[;F
48;1;0;2;1;3;1;1;0;CT;Aneto;2;[40,50[;H
43;30;0;12;1;3;1;0;0;FRA;Aneto;5;[40,50[;H
15;15;0;3;1;3;1;0;0;FRA;Aneto;2;[10,20[;H
47;30;0;12;1;3;1;0;0;FRA;Aneto;5;[40,50[;F
19;15;0;3;1;3;1;0;0;FRA;Aneto;1;[10,20[;F
38;20;1;100;1;3;1;1;1;NLD;Aneto;1;[30,40[;H
36;20;0;4;1;3;1;1;1;NLD;Aneto;2;[30,40[;H
36;0;0;1;1;3;1;1;1;NLD;Aneto;4;[30,40[;H
59;;0;2;1;3;1;0;0;FRA;Aneto;3;[50,60[;H
45;;1;15;1;2,5;1;0;0;FRA;Aneto;4;[40,50[;H
28;4;0;2;1;3;1;1;1;VC;Aneto;1;[20,30[;H
21;4;0;1;1;3;1;1;1;VC;Aneto;2;[20,30[;H
29;10;0;1;1;3;1;1;1;VC;Aneto;1;[20,30[;H
26;10;0;2;1;3;1;1;1;VC;Aneto;2;[20,30[;F
25;2;0;2;1;3;1;1;0;CT;Aneto;2;[20,30[;H
21;2;0;2;1;3;1;1;0;CT;Aneto;5;[20,30[;H
27;3;0;2;1;3;1;1;0;CT;Aneto;1;[20,30[;H
48;29;1;300;0;3;1;1;1;AR;Aneto;1;[40,50[;H
15;4;1;1;0;3;1;1;1;AR;Aneto;2;[10,20[;H
46;4;1;1;0;3;1;1;1;AR;Aneto;5;[40,50[;H
31;0;0;1;0;4;1;1;1;AR;Aneto;1;[30,40[;H
35;0;0;1;0;4;1;1;1;AR;Aneto;4;[30,40[;H
30;14;1;30;0;4;1;1;1;AR;Aneto;1;[30,40[;H
24;8;0;4;0;4;1;1;1;AR;Aneto;5;[20,30[;H
27;8;0;20;0;4;1;1;0;POL;Aneto;5;[20,30[;H
23;0;0;1;0;3;1;1;0;POL;Aneto;3;[20,30[;H
28;8;0;1;0;3;1;1;0;POL;Aneto;3;[20,30[;F
28;21;1;70;1;3;1;1;1;M;Aneto;2;[20,30[;H
12;10;0;4;1;3;1;1;1;M;Aneto;3;[10,20[;H
10;8;0;2;1;3;1;1;1;M;Aneto;3;[10,20[;H
49;15;0;4;1;3;1;1;1;M;Aneto;1;[40,50[;H
46;15;0;4;1;3;1;1;1;M;Aneto;1;[40,50[;H
44;25;1;10;1;3;1;1;1;CT;Aneto;5;[40,50[;H
27;2;0;1;1;3;1;1;1;CT;Aneto;3;[20,30[;H
40;25;1;10;1;4;1;1;1;CT;Aneto;1;[40,50[;H
32;8;0;1;1;3;1;1;1;CT;Aneto;4;[30,40[;H
28;2;0;1;1;3;1;1;1;CT;Aneto;2;[20,30[;H
44;8;0;7;1;3;1;1;0;AN;Aneto;3;[40,50[;H
30;1;0;2;0;3;1;1;0;CT;Aneto;3;[30,40[;H
28;1;0;3;0;3;1;1;0;CT;Aneto;2;[20,30[;H
32;1;0;3;0;3;1;1;0;CT;Aneto;4;[30,40[;F
40;7;0;3;1;3;1;1;1;M;Aneto;2;[40,50[;H
25;6;0;4;1;4;1;1;1;M;Aneto;1;[20,30[;H
25;10;0;50;1;4;1;1;1;AN;Aneto;4;[20,30[;H
28;10;0;50;1;3;1;1;1;AN;Aneto;2;[20,30[;H
23;5;0;3;1;3;1;1;0;CT;Aneto;4;[20,30[;H
50;10;0;3;1;3;1;1;0;CT;Aneto;3;[50,60[;H
55;8;1;3;1;3;1;1;0;CT;Aneto;5;[50,60[;H
51;8;0;3;1;3;1;1;0;CT;Aneto;2;[50,60[;H
22;2;0;3;1;3;1;1;0;CT;Aneto;4;[20,30[;H
40;20;0;1;1;3;1;1;1;CT;Aneto;1;[40,50[;H
35;20;0;3;1;3;1;1;1;CT;Aneto;2;[30,40[;H
35;15;0;10;1;3;1;1;1;CT;Aneto;3;[30,40[;H
36;15;0;10;1;3;1;1;1;CT;Aneto;2;[30,40[;H
20;0;0;2;0;4;1;1;1;CT;Aneto;2;[20,30[;H
44;25;1;7;0;4;1;1;1;CT;Aneto;2;[40,50[;H
16;7;1;20;1;3;1;1;1;CT;Aneto;2;[10,20[;H
50;40;1;30;1;3;1;1;1;CT;Aneto;3;[50,60[;H
12;4;0;2;1;3;1;1;1;CT;Aneto;1;[10,20[;F
13;7;0;2;1;3;1;1;1;CT;Aneto;5;[10,20[;F
45;30;1;25;1;3;1;1;1;CT;Aneto;2;[40,50[;H
57;38;1;160;1;3;1;1;1;CT;Aneto;3;[50,60[;F
57;40;1;160;1;3;1;1;1;CT;Aneto;2;[50,60[;H
21;13;1;57;1;4;1;1;1;CT;Aneto;2;[20,30[;H
20;8;0;7;1;3;1;1;1;CT;Aneto;2;[20,30[;F
23;12;1;40;1;4;1;1;1;CT;Aneto;3;[20,30[;H
21;20;1;140;1;4;1;1;1;CT;Aneto;1;[20,30[;H
17;12;0;2;1;3;1;1;1;CT;Aneto;1;[10,20[;F
17;10;0;15;1;4;1;1;1;CT;Aneto;5;[10,20[;F
30;10;0;5;1;3;1;1;1;CT;Aneto;5;[30,40[;H
30;6;0;1;1;3;1;1;1;CT;Aneto;1;[30,40[;H
31;20;0;5;1;3;1;1;1;CT;Aneto;2;[30,40[;H
31;25;0;6;1;4;1;1;1;CT;Aneto;4;[30,40[;H
34;15;0;5;1;3;1;1;1;CT;Aneto;5;[30,40[;H
37;5;0;4;0;3;1;0;0;AR;Aneto;5;[30,40[;H
27;19;1;100;1;4;1;1;1;CT;Aneto;3;[20,30[;H
46;3;1;3;1;3;1;1;1;CT;Aneto;1;[40,50[;H
45;3;1;3;1;3;1;1;1;CT;Aneto;4;[40,50[;F
46;30;1;100;0;3;1;1;1;VC;Aneto;5;[40,50[;H
34;10;1;50;0;4;1;1;1;VC;Aneto;3;[30,40[;H
39;12;1;15;1;3;1;1;0;PV;Bisaurín;4;[30,40[;H
33;17;1;15;1;3;1;1;0;PV;Bisaurín;5;[30,40[;F
46;13;0;14;0;3;1;1;0;PV;Bisaurín;5;[40,50[;H
42;13;0;14;0;3;1;1;0;PV;Bisaurín;3;[40,50[;F
60;55;0;25;0;3;1;0;0;AR;Bisaurín;3;[60,70[;H
27;20;1;30;1;3;1;1;0;PV;Bisaurín;4;[20,30[;H
26;15;1;9;1;3;1;1;0;PV;Bisaurín;2;[20,30[;F
43;10;0;5;1;3;1;1;1;FRA;Bisaurín;5;[40,50[;H
38;35;1;40;1;3;1;1;1;FRA;Bisaurín;3;[30,40[;F
36;20;1;20;1;3;1;1;1;PV;Bisaurín;5;[30,40[;H
26;20;1;10;1;3;0;1;1;PV;Bisaurín;2;[20,30[;F
29;15;1;20;0;3;1;0;0;PV;Bisaurín;2;[20,30[;H
18;1;0;0;0;2,5;1;0;0;PV;Bisaurín;5;[10,20[;H
36;25;0;20;0;4;1;1;0;AR;Bisaurín;2;[30,40[;H
